libellé métier;lien site onisep.fr;nom publication;collection;année;gencod;GFE;code ROME;libellé ROME;lien ROME;domaine/sous-domaine ONISEP
ouvrier forestier / ouvrière forestière;http://www.onisep.fr/http/redirection/metier/identifiant/100231;Les métiers de l'agriculture et de la forêt;Parcours;2017;9782273013307;A : Agriculture;A1201;Bûcheronnage et élagage;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=A1201;"agriculture, animaux/forêt ; matières premières, fabrication, industries/bois"
matelot de la marine marchande;http://www.onisep.fr/http/redirection/metier/identifiant/100238;Les métiers du transport et de la logistique;Parcours;2019;9782273014533;O : Transport, logistique;N3102;Equipage de la navigation maritime;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=N3102;logistique - transport/transport
ingénieur / ingénieure du BTP;http://www.onisep.fr/http/redirection/metier/identifiant/100241;Les métiers du bâtiment et des travaux publics;Parcours;2019;9782273014540;C : Bâtiment;F1106;Ingénierie et études du BTP;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=F1106;"construction - architecture - travaux publics/génie civil, construction (généralités) ; construction - architecture - travaux publics/travaux publics"
secrétaire médical / médicale;http://www.onisep.fr/http/redirection/metier/identifiant/100289;;Fiches métiers / onisep.fr;;;R : Santé, social, soins personnels;M1609;Secrétariat et assistanat médical ou médico-social;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1609;gestion des entreprises, comptabilité/secrétariat
formateur / formatrice en informatique;http://www.onisep.fr/http/redirection/metier/identifiant/100362;Les métiers de l'informatique;Parcours;2017;9782273013291;P : Gestion et traitement de l'information (informatique, statistique, documentation);K2111;Formation professionnelle;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K2111;"informatique, internet/informatique (généralités) ; lettres, langues - enseignement/enseignement"
statisticien / statisticienne;http://www.onisep.fr/http/redirection/metier/identifiant/100372;Les métiers des mathématiques et de l'informatique;Zoom sur les métiers;2015;9782273012652;P : Gestion et traitement de l'information (informatique, statistique, documentation);M1403;Études et prospectives socio-économiques;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1403;sciences/mathématiques
opérateur / opératrice de raffinerie;http://www.onisep.fr/http/redirection/metier/identifiant/100411;;Fiches métiers / onisep.fr;;;H : Electricité, énergie, électronique;H2701;Pilotage d'installation énergétique et pétrochimique;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H2701;"environnement - énergies - propreté/énergies ; sciences/chimie"
artiste de cirque;http://www.onisep.fr/http/redirection/metier/identifiant/100420;;Fiches métiers / onisep.fr;;;V : Arts, spectacle, audiovisuel;L1204;Arts du cirque et arts visuels;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=L1204;"arts, culture, artisanat/arts du spectacle ; santé - social - sport/sport"
machiniste-constructeur / constructrice ou plateau;http://www.onisep.fr/http/redirection/metier/identifiant/100428;Les métiers du cinéma;Parcours;2018;9782273013871;V : Arts, spectacle, audiovisuel;L1506;Machinerie spectacle;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=L1506;"arts, culture, artisanat/arts du spectacle ; matières premières, fabrication, industries/bois"
vitrailliste;http://www.onisep.fr/http/redirection/metier/identifiant/100440;;Fiches métiers / onisep.fr;;;V : Arts, spectacle, audiovisuel;B1602;Réalisation d'objets artistiques et fonctionnels en verre;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=B1602;"arts, culture, artisanat/artisanat d'art ; matières premières, fabrication, industries/verre"
substitut / substitute du procureur;http://www.onisep.fr/http/redirection/metier/identifiant/100475;Les métiers de la justice;Parcours;2020;9782273015165;W : Droit, enseignement, recherche en sciences humaines;K1904;Magistrature;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K1904;économie - droit - politique/activité judiciaire
webdesigner;http://www.onisep.fr/http/redirection/metier/identifiant/100490;Les métiers du design;Parcours;2019;9782273014595;U : Communication, médias;E1205;Réalisation de contenus multimédias;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=E1205;"arts, culture, artisanat/arts graphiques ; information-communication, audiovisuel/multimédia"
charpentier / charpentière bois;http://www.onisep.fr/http/redirection/metier/identifiant/10020;Les métiers du bâtiment et des travaux publics;Parcours;2019;9782273014540;M : Travail du bois;F1501;Montage de structures et de charpentes bois;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=F1501;"construction - architecture - travaux publics/charpente, couverture ; construction - architecture - travaux publics/génie civil, construction (généralités) ; matières premières, fabrication, industries/bois"
chef / cheffe de produit marketing;http://www.onisep.fr/http/redirection/metier/identifiant/10061;Les métiers du marketing et de la publicité;Parcours;2018;9782273013932;Q : Commerce, gestion, finances;M1703;Management et gestion de produit;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1703;"commerce, marketing, vente/grande distribution et petits commerces ; commerce, marketing, vente/marketing - vente"
marchandiseur / marchandiseuse;http://www.onisep.fr/http/redirection/metier/identifiant/10064;Les métiers du commerce et de la vente;Parcours;2018;9782273013864;Q : Commerce, gestion, finances;D1506;Marchandisage;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=D1506;"commerce, marketing, vente/grande distribution et petits commerces ; commerce, marketing, vente/marketing - vente"
acheteur / acheteuse;http://www.onisep.fr/http/redirection/metier/identifiant/10068;Les métiers du commerce et de la distribution;Zoom sur les métiers;2016;9782273012768;Q : Commerce, gestion, finances;M1101;Achat;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1101;"commerce, marketing, vente/achat, approvisionnement ; commerce, marketing, vente/grande distribution et petits commerces"
boucher / bouchère;http://www.onisep.fr/http/redirection/metier/identifiant/10076;Les métiers du commerce et de la distribution;Zoom sur les métiers;2016;9782273012768;K : Production alimentaire;D1101;Boucherie;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=D1101;"commerce, marketing, vente/grande distribution et petits commerces ; matières premières, fabrication, industries/agroalimentaire"
actuaire;http://www.onisep.fr/http/redirection/metier/identifiant/10084;Les métiers des mathématiques et de l'informatique;Zoom sur les métiers;2015;9782273012652;Q : Commerce, gestion, finances;C1105;Études actuarielles en assurances;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=C1105;"banque - assurances - immobilier/assurances ; sciences/mathématiques"
déménageur / déménageuse;http://www.onisep.fr/http/redirection/metier/identifiant/10115;Les métiers du transport et de la logistique;Parcours;2019;9782273014533;O : Transport, logistique;N1102;Déménagement;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=N1102;"logistique - transport/logistique ; logistique - transport/transport"
directeur / directrice artistique;http://www.onisep.fr/http/redirection/metier/identifiant/10183;Les métiers du design;Parcours;2019;9782273014595;U : Communication, médias;E1104;Conception de contenus multimédias;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=E1104;"arts, culture, artisanat/arts graphiques ; information-communication, audiovisuel/journalisme - édition - publicité"
concepteur / conceptrice multimédia;http://www.onisep.fr/http/redirection/metier/identifiant/10194;Les métiers du web;Parcours;2015;9782273012270;U : Communication, médias;E1104;Conception de contenus multimédias;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=E1104;information-communication, audiovisuel/multimédia
enseignant-chercheur / enseignante-chercheuse;http://www.onisep.fr/http/redirection/metier/identifiant/10204;Les métiers des langues et de l'international;Parcours;2017;9782273013277;W : Droit, enseignement, recherche en sciences humaines;K2108;Enseignement supérieur;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K2108;lettres, langues - enseignement/enseignement
masseur / masseuse-kinésithérapeute;http://www.onisep.fr/http/redirection/metier/identifiant/10229;Les métiers du paramédical;Parcours;2017;9782273013314;R : Santé, social, soins personnels;J1404;Kinésithérapie;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=J1404;santé - social - sport/paramédical
manipulateur / manipulatrice en électroradiologie médicale;http://www.onisep.fr/http/redirection/metier/identifiant/10234;Les métiers du paramédical;Parcours;2017;9782273013314;R : Santé, social, soins personnels;J1306;Imagerie médicale;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=J1306;santé - social - sport/paramédical
technicien / technicienne de l'intervention sociale et familiale;http://www.onisep.fr/http/redirection/metier/identifiant/10248;Les métiers du social;Parcours;2019;9782273014571;R : Santé, social, soins personnels;K1305;Intervention sociale et familiale;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K1305;santé - social - sport/travail social
technicien / technicienne de l'intervention sociale et familiale;http://www.onisep.fr/http/redirection/metier/identifiant/10248;Les métiers au service des autres;Zoom sur les métiers;2019;9782273014878;R : Santé, social, soins personnels;K1305;Intervention sociale et familiale;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K1305;santé - social - sport/travail social
sapeur-pompier;http://www.onisep.fr/http/redirection/metier/identifiant/10263;;Fiches métiers / onisep.fr;;;T : Environnement, nettoyage, sécurité;K1702;Direction de la sécurité civile et des secours;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K1702;armée, sécurité/sécurité prévention
gardien / gardienne de la paix;http://www.onisep.fr/http/redirection/metier/identifiant/10266;Les métiers de la sécurité;Parcours;2016;9782273012850;T : Environnement, nettoyage, sécurité;K1706;Sécurité publique;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K1706;armée, sécurité/sécurité prévention
géologue;http://www.onisep.fr/http/redirection/metier/identifiant/10283;Les métiers de l'environnement et du développement durable;Parcours;2020;9782273015042;T : Environnement, nettoyage, sécurité;F1105;Études géologiques;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=F1105;"environnement - énergies - propreté/déchets, pollutions et risques ; environnement - énergies - propreté/énergies ; sciences/sciences de la Terre"
océanologue;http://www.onisep.fr/http/redirection/metier/identifiant/10287;;Fiches métiers / onisep.fr;;;T : Environnement, nettoyage, sécurité;K2402;Recherche en sciences de l'univers, de la matière et du vivant;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K2402;"sciences/biologie ; sciences/sciences de la Terre"
géographe;http://www.onisep.fr/http/redirection/metier/identifiant/10292;;Fiches métiers / onisep.fr;;;T : Environnement, nettoyage, sécurité;M1808;Information géographique;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1808;histoire/géographie, psychologie, sociologie/géographie
toiletteur / toiletteuse d'animaux;http://www.onisep.fr/http/redirection/metier/identifiant/10313;Les métiers auprès des animaux;Parcours;2019;9782273014588;A : Agriculture;A1503;Toilettage des animaux;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=A1503;agriculture, animaux/soins aux animaux
matelot à la pêche;http://www.onisep.fr/http/redirection/metier/identifiant/10317;Les métiers de marins;Zoom sur les métiers;2017;9782273013611;B : Pêche, Mer;N3102;Equipage de la navigation maritime;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=N3102;"agriculture, animaux/pêche ; logistique - transport/transport"
ingénieur / ingénieure chimiste;http://www.onisep.fr/http/redirection/metier/identifiant/10334;Les métiers de la chimie;Parcours;2016;9782273012867;J : Transformation des matériaux, procédés (biologie, chimie, physique);H2502;Management et ingénierie de production;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H2502;"matières premières, fabrication, industries/matériaux ; sciences/chimie"
oenologue;http://www.onisep.fr/http/redirection/metier/identifiant/10346;Les métiers du goût et des saveurs;Parcours;2018;9782273013888;K : Production alimentaire;A1413;Fermentation de boissons alcoolisées;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=A1413;matières premières, fabrication, industries/agroalimentaire
technicien électronicien / technicienne électronicienne;http://www.onisep.fr/http/redirection/metier/identifiant/10378;Les métiers de l'électronique et de la robotique;Parcours;2015;9782273012317;H : Electricité, énergie, électronique;I1305;Installation et maintenance électronique;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=I1305;électricité - électronique - robotique/électronique
ingénieur / ingénieure en aéronautique;http://www.onisep.fr/http/redirection/metier/identifiant/10387;Les métiers de l'industrie aéronautique et spatiale;Parcours;2017;9782273013284;F : Mécanique;H1206;Management et ingénierie études, recherche et développement industriel;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1206;"mécanique/aéronautique ; mécanique/mécanique (généralités)"
ouvrier forestier / ouvrière forestière;http://www.onisep.fr/http/redirection/metier/identifiant/100231;Les métiers de la forêt et du bois;Zoom sur les métiers;2017;9782273013635;A : Agriculture;A1201;Bûcheronnage et élagage;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=A1201;"agriculture, animaux/forêt ; matières premières, fabrication, industries/bois"
étanchéiste;http://www.onisep.fr/http/redirection/metier/identifiant/100242;Les métiers du bâtiment et des travaux publics;Parcours;2019;9782273014540;C : Bâtiment;F1613;Travaux d'étanchéité et d'isolation;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=F1613;"construction - architecture - travaux publics/charpente, couverture ; construction - architecture - travaux publics/génie civil, construction (généralités)"
ajusteur-monteur / ajusteuse-monteuse;http://www.onisep.fr/http/redirection/metier/identifiant/100253;Les métiers de l'automobile;Parcours;2020;9782273015172;F : Mécanique;H2901;Ajustement et montage de fabrication;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H2901;mécanique/mécanique (généralités)
chaudronnier / chaudronnière;http://www.onisep.fr/http/redirection/metier/identifiant/100256;Les métiers de l'industrie aéronautique et spatiale;Parcours;2017;9782273013284;E : Travail des métaux;H2902;Chaudronnerie - tôlerie;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H2902;mécanique/travail des métaux
chef / cheffe de rayon;http://www.onisep.fr/http/redirection/metier/identifiant/100270;Les métiers du marketing et de la publicité;Parcours;2018;9782273013932;Q : Commerce, gestion, finances;D1503;Management/gestion de rayon produits non alimentaires;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=D1503;commerce, marketing, vente/grande distribution et petits commerces
attaché / attachée de recherche clinique (ARC);http://www.onisep.fr/http/redirection/metier/identifiant/100277;Les métiers du médical;Parcours;2019;9782273014519;J : Transformation des matériaux, procédés (biologie, chimie, physique);H1206;Management et ingénierie études, recherche et développement industriel;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1206;santé - social - sport/santé (généralités)
technicien / technicienne de maintenance industrielle;http://www.onisep.fr/http/redirection/metier/identifiant/100283;Les métiers de l'électronique et de la robotique;Parcours;2015;9782273012317;F : Mécanique;I1304;Installation et maintenance d'équipements industriels et d'exploitation;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=I1304;"électricité - électronique - robotique/électronique ; électricité - électronique - robotique/électrotechnique ; matières premières, fabrication, industries/maintenance - qualité ; mécanique/automatismes ; mécanique/mécanique (généralités)"
commercial / commerciale export;http://www.onisep.fr/http/redirection/metier/identifiant/100285;Les métiers du commerce et de la vente;Parcours;2018;9782273013864;Q : Commerce, gestion, finances;D1402;Relation commerciale grands comptes et entreprises;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=D1402;"commerce, marketing, vente/commerce international ; commerce, marketing, vente/marketing - vente"
garde (chasse, pêche, littoral, rivière, parcs nationaux);http://www.onisep.fr/http/redirection/metier/identifiant/100324;Les métiers auprès des animaux;Parcours;2019;9782273014588;T : Environnement, nettoyage, sécurité;A1204;Protection du patrimoine naturel;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=A1204;"environnement - énergies - propreté/déchets, pollutions et risques ; environnement - énergies - propreté/protection des espaces naturels"
informaticien industriel / informaticienne industrielle;http://www.onisep.fr/http/redirection/metier/identifiant/100381;Les métiers de l'informatique;Parcours;2017;9782273013291;P : Gestion et traitement de l'information (informatique, statistique, documentation);H1208;Intervention technique en études et conception en automatisme;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1208;"électricité - électronique - robotique/électronique ; informatique, internet/informatique industrielle et technologique ; mécanique/automatismes"
directeur / directrice d'hôpital;http://www.onisep.fr/http/redirection/metier/identifiant/100388;;Fiches métiers / onisep.fr;;;R : Santé, social, soins personnels;K1403;Management de structure de santé, sociale ou pénitentiaire;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K1403;"économie - droit - politique/sciences économiques ; gestion des entreprises, comptabilité/administration de l'entreprise ; gestion des entreprises, comptabilité/ressources humaines"
conducteur / conductrice de métro;http://www.onisep.fr/http/redirection/metier/identifiant/100417;Les métiers du transport et de la logistique;Parcours;2019;9782273014533;O : Transport, logistique;N4301;Conduite sur rails;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=N4301;logistique - transport/transport
animateur / animatrice 2D et 3D;http://www.onisep.fr/http/redirection/metier/identifiant/100418;Les métiers du web;Parcours;2015;9782273012270;U : Communication, médias;L1510;Film d'animation et effets spéciaux;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=L1510;"arts, culture, artisanat/arts graphiques ; information-communication, audiovisuel/audiovisuel"
étalagiste;http://www.onisep.fr/http/redirection/metier/identifiant/100426;;Fiches métiers / onisep.fr;;;Q : Commerce, gestion, finances;B1301;Décoration d'espaces de vente et d'exposition;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=B1301;commerce, marketing, vente/grande distribution et petits commerces
administrateur / administratrice de mission humanitaire;http://www.onisep.fr/http/redirection/metier/identifiant/100441;;Fiches métiers / onisep.fr;;;Q : Commerce, gestion, finances;;;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=;"gestion des entreprises, comptabilité/administration de l'entreprise ; gestion des entreprises, comptabilité/comptabilité ; santé - social - sport/travail social"
souscripteur / souscriptrice;http://www.onisep.fr/http/redirection/metier/identifiant/100465;Les métiers de la banque, de la finance et de l'assurance;Parcours;2016;9782273012829;Q : Commerce, gestion, finances;C1110;Souscription d'assurances;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=C1110;banque - assurances - immobilier/assurances
surveillant / surveillante de centre pénitentiaire;http://www.onisep.fr/http/redirection/metier/identifiant/100476;Les métiers de la justice;Parcours;2020;9782273015165;T : Environnement, nettoyage, sécurité;K1706;Sécurité publique;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K1706;santé - social - sport/travail social
accessoiriste;http://www.onisep.fr/http/redirection/metier/identifiant/100495;;Fiches métiers / onisep.fr;;;V : Arts, spectacle, audiovisuel;L1503;Décor et accessoires spectacle;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=L1503;"arts, culture, artisanat/arts du spectacle ; matières premières, fabrication, industries/textile - habillement"
charpentier / charpentière bois;http://www.onisep.fr/http/redirection/metier/identifiant/10020;Les métiers de la forêt et du bois;Zoom sur les métiers;2017;9782273013635;M : Travail du bois;F1501;Montage de structures et de charpentes bois;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=F1501;"construction - architecture - travaux publics/charpente, couverture ; construction - architecture - travaux publics/génie civil, construction (généralités) ; matières premières, fabrication, industries/bois"
menuisier / menuisière;http://www.onisep.fr/http/redirection/metier/identifiant/10029;Les métiers du bâtiment et des travaux publics;Parcours;2019;9782273014540;M : Travail du bois;H2206;Réalisation de menuiserie bois et tonnellerie;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H2206;"construction - architecture - travaux publics/agencement ; construction - architecture - travaux publics/ameublement ; construction - architecture - travaux publics/menuiserie ; matières premières, fabrication, industries/bois"
ingénieur / ingénieure système;http://www.onisep.fr/http/redirection/metier/identifiant/10055;Les métiers de l'informatique;Parcours;2017;9782273013291;P : Gestion et traitement de l'information (informatique, statistique, documentation);M1802;Expertise et support en systèmes d'information;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1802;informatique, internet/systèmes et réseaux
directeur / directrice de magasin à grande surface;http://www.onisep.fr/http/redirection/metier/identifiant/10069;Les métiers du marketing et de la publicité;Parcours;2018;9782273013932;Q : Commerce, gestion, finances;D1504;Direction de magasin de grande distribution;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=D1504;"commerce, marketing, vente/grande distribution et petits commerces ; gestion des entreprises, comptabilité/administration de l'entreprise"
administrateur / administratrice de biens;http://www.onisep.fr/http/redirection/metier/identifiant/10082;Les métiers de l'immobilier;Parcours;2018;9782273013918;Q : Commerce, gestion, finances;C1501;Gérance immobilière;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=C1501;banque - assurances - immobilier/immobilier
déclarant / déclarante en douane;http://www.onisep.fr/http/redirection/metier/identifiant/10112;Les métiers du transport routier et de la logistique;Zoom sur les métiers;2018;9782273013659;O : Transport, logistique;N1202;Gestion des opérations de circulation internationale des marchandises;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=N1202;logistique - transport/transport
consignataire de navire;http://www.onisep.fr/http/redirection/metier/identifiant/10113;Les métiers du transport et de la logistique;Parcours;2019;9782273014533;O : Transport, logistique;N1202;Gestion des opérations de circulation internationale des marchandises;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=N1202;"logistique - transport/logistique ; logistique - transport/transport"
pilote de ligne;http://www.onisep.fr/http/redirection/metier/identifiant/10129;Les métiers du transport et de la logistique;Parcours;2019;9782273014533;O : Transport, logistique;N2102;Pilotage et navigation technique aérienne;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=N2102;logistique - transport/transport
réceptionniste;http://www.onisep.fr/http/redirection/metier/identifiant/10146;Les métiers de l'hôtellerie et de la restauration;Parcours;2018;9782273013895;S : Hôtellerie, tourisme, loisirs;G1703;Réception en hôtellerie;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=G1703;"hôtellerie - restauration - tourisme/hôtellerie ; hôtellerie - restauration - tourisme/tourisme"
cuisinier / cuisinière;http://www.onisep.fr/http/redirection/metier/identifiant/10153;Les métiers de l'hôtellerie et de la restauration;Parcours;2018;9782273013895;K : Production alimentaire;G1602;Personnel de cuisine;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=G1602;hôtellerie - restauration - tourisme/restauration
cuisinier / cuisinière;http://www.onisep.fr/http/redirection/metier/identifiant/10153;Les métiers du goût et des saveurs;Parcours;2018;9782273013888;K : Production alimentaire;G1602;Personnel de cuisine;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=G1602;hôtellerie - restauration - tourisme/restauration
barman / barmaid;http://www.onisep.fr/http/redirection/metier/identifiant/10161;Les métiers de l'hôtellerie et de la restauration;Parcours;2018;9782273013895;S : Hôtellerie, tourisme, loisirs;G1801;Café, bar brasserie;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=G1801;hôtellerie - restauration - tourisme/restauration
maquettiste;http://www.onisep.fr/http/redirection/metier/identifiant/10166;Les métiers du livre;Parcours;2017;9782273013260;U : Communication, médias;E1205;Réalisation de contenus multimédias;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=E1205;information-communication, audiovisuel/industries graphiques
décorateur / décoratrice-scénographe;http://www.onisep.fr/http/redirection/metier/identifiant/10172;Les métiers du cinéma;Parcours;2018;9782273013871;V : Arts, spectacle, audiovisuel;L1503;Décor et accessoires spectacle;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=L1503;"arts, culture, artisanat/arts appliqués ; arts, culture, artisanat/arts du spectacle ; information-communication, audiovisuel/audiovisuel"
chef monteur / cheffe monteuse;http://www.onisep.fr/http/redirection/metier/identifiant/10177;Les métiers du cinéma;Parcours;2018;9782273013871;U : Communication, médias;L1507;Montage audiovisuel et post-production;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=L1507;information-communication, audiovisuel/audiovisuel
directeur / directrice artistique;http://www.onisep.fr/http/redirection/metier/identifiant/10183;Les métiers de l'information et de la communication;Parcours;2018;9782273013901;U : Communication, médias;E1104;Conception de contenus multimédias;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=E1104;"arts, culture, artisanat/arts graphiques ; information-communication, audiovisuel/journalisme - édition - publicité"
chef / cheffe de publicité;http://www.onisep.fr/http/redirection/metier/identifiant/10185;Les métiers du marketing et de la publicité;Parcours;2018;9782273013932;U : Communication, médias;E1401;Développement et promotion publicitaire;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=E1401;information-communication, audiovisuel/journalisme - édition - publicité
secrétaire de rédaction;http://www.onisep.fr/http/redirection/metier/identifiant/10200;Les métiers de l'information et de la communication;Parcours;2018;9782273013901;U : Communication, médias;E1106;Journalisme et information média;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=E1106;information-communication, audiovisuel/journalisme - édition - publicité
professeur / professeure d'éducation physique et sportive (EPS);http://www.onisep.fr/http/redirection/metier/identifiant/10209;Les métiers du sport;Parcours;2017;9782273013321;W : Droit, enseignement, recherche en sciences humaines;K2107;Enseignement général du second degré;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K2107;"lettres, langues - enseignement/enseignement ; santé - social - sport/sport"
pharmacien / pharmacienne dans l'industrie;http://www.onisep.fr/http/redirection/metier/identifiant/10220;Les métiers de l'industrie du médicament;Zoom sur les métiers;2017;9782273013642;J : Transformation des matériaux, procédés (biologie, chimie, physique);H2502;Management et ingénierie de production;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H2502;santé - social - sport/santé (généralités)
infirmier / infirmière;http://www.onisep.fr/http/redirection/metier/identifiant/10223;Les métiers auprès des enfants;Parcours;2015;9782273012294;R : Santé, social, soins personnels;J1506;Soins infirmiers généralistes;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=J1506;santé - social - sport/paramédical
animateur socioculturel / animatrice socioculturelle;http://www.onisep.fr/http/redirection/metier/identifiant/10253;Les métiers de l'animation;Zoom sur les métiers;2019;9782273014892;S : Hôtellerie, tourisme, loisirs;K1206;Intervention socioculturelle;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K1206;santé - social - sport/travail social
accompagnateur / accompagnatrice en moyenne montagne;http://www.onisep.fr/http/redirection/metier/identifiant/10257;Les métiers du sport;Parcours;2017;9782273013321;S : Hôtellerie, tourisme, loisirs;G1201;Accompagnement de voyages, d'activités culturelles ou sportives;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=G1201;"hôtellerie - restauration - tourisme/tourisme ; santé - social - sport/sport"
gendarme;http://www.onisep.fr/http/redirection/metier/identifiant/10267;Les métiers de la défense;Parcours;2016;9782273012362;T : Environnement, nettoyage, sécurité;K1706;Sécurité publique;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K1706;armée, sécurité/sécurité prévention
contremaître;http://www.onisep.fr/http/redirection/metier/identifiant/10320;Les métiers des industries des papiers cartons;Zoom sur les métiers;2019;9782273014830;J : Transformation des matériaux, procédés (biologie, chimie, physique);H1401;Management et ingénierie gestion industrielle et logistique;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1401;"logistique - transport/logistique ; matières premières, fabrication, industries/fabrication - productique ; matières premières, fabrication, industries/méthodes industrialisation ; mécanique/mécanique (généralités)"
